04-05-2023 13:55:25 $ Using device='cuda'
04-05-2023 13:55:25 $ Experiment 1/2
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=Disable, num_unfrozen_layers=All, ind. loss=None, reg. loss=None, class. loss=Enable, batch=10/10, margin=0.2, num_epochs_in_step=1, num_epoch_steps=15
04-05-2023 13:58:02 $ loss = 1.88, ranking_loss = 0.26, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 1.62, accuracy = 0.86
04-05-2023 14:05:47 $ loss = 0.77, ranking_loss = 0.16, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.61, accuracy = 0.96
04-05-2023 14:13:44 $ loss = 0.36, ranking_loss = 0.10, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.25, accuracy = 0.98
04-05-2023 14:21:40 $ loss = 0.20, ranking_loss = 0.08, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.12, accuracy = 0.98
04-05-2023 14:29:36 $ loss = 0.14, ranking_loss = 0.06, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.08, accuracy = 0.98
04-05-2023 14:37:32 $ loss = 0.11, ranking_loss = 0.05, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.06, accuracy = 0.99
04-05-2023 14:45:25 $ loss = 0.08, ranking_loss = 0.04, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.05, accuracy = 0.99
04-05-2023 14:53:20 $ loss = 0.08, ranking_loss = 0.03, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.04, accuracy = 0.99
04-05-2023 15:01:16 $ loss = 0.07, ranking_loss = 0.03, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.04, accuracy = 0.99
04-05-2023 15:09:10 $ loss = 0.06, ranking_loss = 0.03, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.04, accuracy = 0.99
04-05-2023 15:17:04 $ loss = 0.06, ranking_loss = 0.02, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.03, accuracy = 0.99
04-05-2023 15:25:00 $ loss = 0.05, ranking_loss = 0.02, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.03, accuracy = 0.99
04-05-2023 15:32:54 $ loss = 0.05, ranking_loss = 0.02, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.03, accuracy = 0.99
04-05-2023 15:40:50 $ loss = 0.04, ranking_loss = 0.02, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.03, accuracy = 0.99
04-05-2023 15:48:46 $ loss = 0.04, ranking_loss = 0.01, regularization_loss = 0.00, independence_loss = 0.00, classification_loss = 0.03, accuracy = 0.99
04-05-2023 15:50:40 $ Experiment 2/2
Model with configuration: dataset=CIFAR10, model=ResNet18, embedding_dim=1024, whitening=Disable, num_unfrozen_layers=All, ind. loss=NegApproxLoss1, reg. loss=None, class. loss=Enable, batch=10/10, margin=0.2, num_epochs_in_step=1, num_epoch_steps=15
04-05-2023 15:56:40 $ loss = 16.93, ranking_loss = 0.21, regularization_loss = 0.00, independence_loss = 14.42, classification_loss = 2.30, accuracy = 0.11
04-05-2023 16:04:34 $ loss = 16.69, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.19, classification_loss = 2.30, accuracy = 0.24
04-05-2023 16:15:21 $ loss = 16.68, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.18, classification_loss = 2.30, accuracy = 0.30
04-05-2023 16:23:53 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.32
04-05-2023 16:33:49 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.28
04-05-2023 16:41:56 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.22
04-05-2023 16:49:44 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 16:57:23 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:05:01 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:12:25 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:19:40 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:26:33 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:33:17 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:39:52 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
04-05-2023 17:46:19 $ loss = 16.67, ranking_loss = 0.20, regularization_loss = 0.00, independence_loss = 14.17, classification_loss = 2.30, accuracy = 0.10
