"Dataset","Emb. dim","Reg. loss","Class. loss","Batch","Margin","Model","Trained Layers","Whitening","Ind. loss","Epochs","P@1","P@3","P@5","P@10","MAP","Independence","Sparsity"
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",1,0.7200000286102295,0.7099999785423279,0.6979999542236328,0.6899999976158142,0.3431200087070465,0.0792543813586235,0.505507230758667
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",2,0.7599999904632568,0.736666738986969,0.7099999785423279,0.7109999656677246,0.3793233036994934,0.07965077459812164,0.5034396648406982
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",3,0.800000011920929,0.753333330154419,0.7360000014305115,0.7169999480247498,0.38956543803215027,0.07951534539461136,0.5025140643119812
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",4,0.7900000214576721,0.7433333396911621,0.7300000190734863,0.7330000400543213,0.3954262435436249,0.07912176847457886,0.5026624202728271
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",5,0.7900000214576721,0.7333333492279053,0.7260000109672546,0.7209999561309814,0.3919049799442291,0.07818987220525742,0.5053074359893799
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",6,0.75,0.7433333396911621,0.734000027179718,0.7280000448226929,0.3874390721321106,0.07728230953216553,0.5050987601280212
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",7,0.7699999809265137,0.7233332991600037,0.7380000352859497,0.7300000190734863,0.3855624794960022,0.07669343799352646,0.5036216378211975
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",8,0.7599999904632568,0.7433333396911621,0.75,0.7269999980926514,0.3807852566242218,0.07572822272777557,0.5017967820167542
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",9,0.7599999904632568,0.7333333492279053,0.7379999756813049,0.734000027179718,0.3756031394004822,0.0747823491692543,0.5061957240104675
"CIFAR10",10000,"","Enable","10/40",0.2,"ResNet18",1,"ZCA2","NegApproxLoss1",10,0.7599999904632568,0.75,0.7420000433921814,0.7329999804496765,0.3677973449230194,0.0738440752029419,0.5047117471694946
